module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson,isEssay
M11A,M11A.11.03,,1. Where would technicians find detailed installation procedures for life rafts?,In the aircraft flight manual,In the aircraft maintenance manual,In the passenger safety cards,,In the aircraft flight manual,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. Where would technicians find detailed installation procedures for life rafts?"", ""question"": ""1. Where would technicians find detailed installation procedures for life rafts?"", ""options"": [""In the aircraft flight manual"", ""In the aircraft maintenance manual"", ""In the passenger safety cards""], ""correct"": ""In the aircraft flight manual"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.4(d),,2. What is unique about pressurized raft and door-slide installations?,They must be painted bright yellow for visibility,Specific arming procedures prevent inadvertent deployment,They only function when connected to aircraft power,,They must be painted bright yellow for visibility,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. What is unique about pressurized raft and door-slide installations?"", ""question"": ""2. What is unique about pressurized raft and door-slide installations?"", ""options"": [""They must be painted bright yellow for visibility"", ""Specific arming procedures prevent inadvertent deployment"", ""They only function when connected to aircraft power""], ""correct"": ""They must be painted bright yellow for visibility"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4(d)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.7(a),,3. How are emergency equipment batteries typically maintained?,Replaced based on flight hours only,Serviced on a calendar basis,Only checked during C-checks,,Replaced based on flight hours only,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. How are emergency equipment batteries typically maintained?"", ""question"": ""3. How are emergency equipment batteries typically maintained?"", ""options"": [""Replaced based on flight hours only"", ""Serviced on a calendar basis"", ""Only checked during C-checks""], ""correct"": ""Replaced based on flight hours only"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.7(a)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,1. How are emergency lights powered during normal operations?,By dedicated generators,Through trickle-charged batteries connected to aircraft power,Using solar panels on the fuselage,,Through trickle-charged batteries connected to aircraft power,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. How are emergency lights powered during normal operations?"", ""question"": ""1. How are emergency lights powered during normal operations?"", ""options"": [""By dedicated generators"", ""Through trickle-charged batteries connected to aircraft power"", ""Using solar panels on the fuselage""], ""correct"": ""Through trickle-charged batteries connected to aircraft power"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.04,,2. When would emergency exit lights switch to battery power?,Only during cabin depressurization,When the aircraft's main power buses fail,When the flight crew manually activates them,,When the aircraft's main power buses fail,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. When would emergency exit lights switch to battery power?"", ""question"": ""2. When would emergency exit lights switch to battery power?"", ""options"": [""Only during cabin depressurization"", ""When the aircraft's main power buses fail"", ""When the flight crew manually activates them""], ""correct"": ""When the aircraft's main power buses fail"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.04"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.09,,3. What is the operational status of EXIT lights during normal flight?,Only illuminated during taxi,Permanently switched on,Activated by smoke detectors,,Activated by smoke detectors,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. What is the operational status of EXIT lights during normal flight?"", ""question"": ""3. What is the operational status of EXIT lights during normal flight?"", ""options"": [""Only illuminated during taxi"", ""Permanently switched on"", ""Activated by smoke detectors""], ""correct"": ""Activated by smoke detectors"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.09"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.4,,1. How are passenger seats typically secured to the cabin floor?,With permanent weldments,Using quick-disconnect fittings in seat tracks,Via magnetic locking plates,,Using quick-disconnect fittings in seat tracks,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. How are passenger seats typically secured to the cabin floor?"", ""question"": ""1. How are passenger seats typically secured to the cabin floor?"", ""options"": [""With permanent weldments"", ""Using quick-disconnect fittings in seat tracks"", ""Via magnetic locking plates""], ""correct"": ""Using quick-disconnect fittings in seat tracks"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.4,,2. What is the purpose of luggage restraint rails on seats?,To prevent luggage sliding during abrupt deceleration,To provide attachment points for child seats,To mark seat spacing for cabin crew,,To prevent luggage sliding during abrupt deceleration,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. What is the purpose of luggage restraint rails on seats?"", ""question"": ""2. What is the purpose of luggage restraint rails on seats?"", ""options"": [""To prevent luggage sliding during abrupt deceleration"", ""To provide attachment points for child seats"", ""To mark seat spacing for cabin crew""], ""correct"": ""To prevent luggage sliding during abrupt deceleration"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.04,,3. What feature distinguishes flight deck seats from passenger seats?,They use different mounting track systems,They incorporate five-point harnesses,They cannot be adjusted fore/aft,,They use different mounting track systems,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. What feature distinguishes flight deck seats from passenger seats?"", ""question"": ""3. What feature distinguishes flight deck seats from passenger seats?"", ""options"": [""They use different mounting track systems"", ""They incorporate five-point harnesses"", ""They cannot be adjusted fore/aft""], ""correct"": ""They use different mounting track systems"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.04"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.2(b),,1. What determines the maximum seat pitch in economy class?,CS specifications for minimum passenger space,Airline operator decisions only,The length of the seat tracks,,CS specifications for minimum passenger space,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. What determines the maximum seat pitch in economy class?"", ""question"": ""1. What determines the maximum seat pitch in economy class?"", ""options"": [""CS specifications for minimum passenger space"", ""Airline operator decisions only"", ""The length of the seat tracks""], ""correct"": ""CS specifications for minimum passenger space"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.2(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.3.000,,2. Where is the Seat Electronics Unit (SEU) typically located?,In the overhead bins,Under each passenger seat,In the galley areas,,In the overhead bins,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. Where is the Seat Electronics Unit (SEU) typically located?"", ""question"": ""2. Where is the Seat Electronics Unit (SEU) typically located?"", ""options"": [""In the overhead bins"", ""Under each passenger seat"", ""In the galley areas""], ""correct"": ""In the overhead bins"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.02,,3. What structural component transfers seat loads to the airframe?,The seat tracks bolted to fuselage frames,The cabin floor panels,The seat cushion mounting brackets,,The seat tracks bolted to fuselage frames,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. What structural component transfers seat loads to the airframe?"", ""question"": ""3. What structural component transfers seat loads to the airframe?"", ""options"": [""The seat tracks bolted to fuselage frames"", ""The cabin floor panels"", ""The seat cushion mounting brackets""], ""correct"": ""The seat tracks bolted to fuselage frames"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.02"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.3.000,,1. What is the primary function of the venturi in an ejector pump system?,To increase fuel temperature,To create a depression that draws fuel from the tank,To filter out water contamination,,To create a depression that draws fuel from the tank,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. What is the primary function of the venturi in an ejector pump system?"", ""question"": ""1. What is the primary function of the venturi in an ejector pump system?"", ""options"": [""To increase fuel temperature"", ""To create a depression that draws fuel from the tank"", ""To filter out water contamination""], ""correct"": ""To create a depression that draws fuel from the tank"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.3.000,,2. Where is the fuel bled from to power the ejector pump?,The engine high-pressure compressor,The booster pump outlet,The cross-feed valve,,The engine high-pressure compressor,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. Where is the fuel bled from to power the ejector pump?"", ""question"": ""2. Where is the fuel bled from to power the ejector pump?"", ""options"": [""The engine high-pressure compressor"", ""The booster pump outlet"", ""The cross-feed valve""], ""correct"": ""The engine high-pressure compressor"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.3.000,,3. What component ensures ejector pumps do not overpressurize the system?,Flapper valves,Pressure relief valves,Low sump level switch,,Low sump level switch,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. What component ensures ejector pumps do not overpressurize the system?"", ""question"": ""3. What component ensures ejector pumps do not overpressurize the system?"", ""options"": [""Flapper valves"", ""Pressure relief valves"", ""Low sump level switch""], ""correct"": ""Low sump level switch"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.81.2,,4. How does fuel exit the ejector pump assembly?,Directly to the engine,Into the next tank or collector box,Back to the boost pump inlet,,Into the next tank or collector box,EASY,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. How does fuel exit the ejector pump assembly?"", ""question"": ""4. How does fuel exit the ejector pump assembly?"", ""options"": [""Directly to the engine"", ""Into the next tank or collector box"", ""Back to the boost pump inlet""], ""correct"": ""Into the next tank or collector box"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.81.2"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
